loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,fico_score,month_of_year,ratio_loan_amnt_annual_inc,ratio_open_acc_total_acc,month_since_earliest_cr_line,ratio_pub_rec_month_since_earliest_cr_line,ratio_pub_rec_bankruptcies_month_since_earliest_cr_line,ratio_pub_rec_bankruptcies_pub_rec,charged_off
15000.0,36.0,13.11,506.21,8.0,5.0,2.0,31000.0,0.0,0.0,21.99,9.0,0.0,28026.0,61.7,18.0,1.0,0.0,0.0,0.0,692.0,4.0,0.4838709677419355,0.5,124.0,0.0,0.0,-1.0,0
14000.0,36.0,12.12,465.81,7.0,10.0,0.0,70000.0,0.0,0.0,15.99,4.0,0.0,10045.0,93.9,29.0,1.0,0.0,1.0,0.0,717.0,4.0,0.2,0.1379310344827586,187.0,0.0,0.0,-1.0,0
3000.0,36.0,18.25,108.84,17.0,0.0,1.0,27000.0,1.0,5.0,7.87,15.0,0.0,1452.0,42.7,17.0,1.0,0.0,0.0,0.0,662.0,4.0,0.1111111111111111,0.8823529411764706,44.0,0.0,0.0,-1.0,0
25425.0,60.0,23.13,718.65,27.0,7.0,2.0,79000.0,1.0,0.0,7.37,7.0,0.0,16763.0,84.2,18.0,1.0,0.0,0.0,0.0,672.0,4.0,0.3218354430379747,0.3888888888888889,122.0,0.0,0.0,-1.0,1
18000.0,60.0,13.99,418.74,10.0,10.0,1.0,42500.0,1.0,0.0,19.34,8.0,0.0,18416.0,61.2,63.0,1.0,0.0,3.0,0.0,732.0,4.0,0.4235294117647059,0.1269841269841269,162.0,0.0,0.0,-1.0,0
15000.0,36.0,13.99,512.6,10.0,4.0,1.0,84000.0,0.0,0.0,14.76,12.0,0.0,17999.0,67.3,24.0,1.0,0.0,0.0,0.0,687.0,5.0,0.1785714285714285,0.5,231.0,0.0,0.0,-1.0,0
12800.0,36.0,13.11,431.97,8.0,8.0,1.0,27000.0,2.0,0.0,33.91,7.0,0.0,13108.0,82.1,23.0,1.0,0.0,0.0,0.0,682.0,5.0,0.4740740740740741,0.3043478260869565,214.0,0.0,0.0,-1.0,0
8000.0,36.0,13.67,272.15,9.0,8.0,1.0,36000.0,0.0,0.0,27.73,7.0,0.0,8062.0,76.1,15.0,1.0,0.0,0.0,0.0,677.0,5.0,0.2222222222222222,0.4666666666666667,145.0,0.0,0.0,-1.0,0
35000.0,36.0,17.27,1252.56,15.0,10.0,0.0,140000.0,1.0,0.0,21.24,18.0,0.0,17409.0,73.5,42.0,1.0,0.0,6.0,0.0,707.0,5.0,0.25,0.4285714285714285,258.0,0.0,0.0,-1.0,1
21000.0,60.0,20.5,562.24,21.0,5.0,0.0,97000.0,2.0,0.0,18.42,11.0,0.0,31080.0,92.0,14.0,1.0,0.0,1.0,0.0,682.0,5.0,0.2164948453608247,0.7857142857142857,71.0,0.0,0.0,-1.0,0
10000.0,60.0,17.99,253.88,16.0,2.0,1.0,39000.0,2.0,0.0,4.4,6.0,0.0,4363.0,59.8,11.0,1.0,0.0,0.0,0.0,692.0,5.0,0.2564102564102564,0.5454545454545454,77.0,0.0,0.0,-1.0,0
9000.0,36.0,15.81,315.57,13.0,5.0,1.0,41000.0,0.0,0.0,15.78,7.0,0.0,14309.0,39.2,17.0,1.0,0.0,0.0,0.0,672.0,5.0,0.2195121951219512,0.4117647058823529,99.0,0.0,0.0,-1.0,0
10000.0,36.0,13.67,340.18,9.0,10.0,0.0,45000.0,0.0,2.0,20.24,8.0,0.0,10611.0,92.3,20.0,1.0,0.0,3.0,0.0,692.0,5.0,0.2222222222222222,0.4,234.0,0.0,0.0,-1.0,0
4800.0,36.0,8.9,152.42,4.0,9.0,1.0,60000.0,2.0,10.0,12.46,3.0,0.0,1612.0,22.4,5.0,1.0,0.0,0.0,0.0,757.0,5.0,0.08,0.6,55.0,0.0,0.0,-1.0,0
20400.0,60.0,16.29,499.24,14.0,10.0,0.0,64000.0,2.0,4.0,25.18,9.0,0.0,30855.0,84.8,25.0,1.0,0.0,4.0,0.0,712.0,5.0,0.31875,0.36,216.0,0.0,0.0,-1.0,0
12000.0,36.0,13.99,410.08,10.0,4.0,1.0,61000.0,1.0,4.0,21.07,16.0,0.0,13318.0,47.1,35.0,1.0,0.0,0.0,0.0,672.0,5.0,0.1967213114754098,0.4571428571428571,114.0,0.0,0.0,-1.0,1
4800.0,36.0,13.11,161.99,8.0,1.0,0.0,106000.0,0.0,0.0,13.53,11.0,0.0,17989.0,88.2,38.0,1.0,0.0,5.0,0.0,677.0,5.0,0.0452830188679245,0.2894736842105263,203.0,0.0,0.0,-1.0,0
21000.0,60.0,18.25,536.13,17.0,10.0,0.0,46000.0,2.0,0.0,23.24,12.0,0.0,12981.0,58.7,25.0,1.0,0.0,0.0,0.0,697.0,5.0,0.4565217391304347,0.48,347.0,0.0,0.0,-1.0,1
8000.0,36.0,7.9,250.33,3.0,4.0,1.0,128000.0,1.0,0.0,0.88,4.0,0.0,5187.0,39.0,4.0,1.0,0.0,0.0,0.0,727.0,5.0,0.0625,1.0,73.0,0.0,0.0,-1.0,0
4800.0,36.0,15.81,168.31,13.0,9.0,0.0,45000.0,0.0,0.0,22.77,11.0,0.0,4814.0,83.0,30.0,1.0,0.0,1.0,0.0,667.0,5.0,0.1066666666666666,0.3666666666666666,93.0,0.0,0.0,-1.0,0
28625.0,36.0,20.5,1071.12,21.0,4.0,0.0,58000.0,2.0,0.0,26.52,14.0,0.0,32872.0,65.2,23.0,1.0,0.0,0.0,0.0,672.0,5.0,0.4935344827586206,0.6086956521739131,136.0,0.0,0.0,-1.0,0
15000.0,36.0,17.27,536.81,15.0,1.0,1.0,94000.0,0.0,4.0,5.18,6.0,0.0,17113.0,93.0,9.0,1.0,0.0,0.0,0.0,682.0,5.0,0.1595744680851064,0.6666666666666666,159.0,0.0,0.0,-1.0,0
15000.0,36.0,18.25,544.17,17.0,7.0,1.0,60000.0,0.0,4.0,18.3,8.0,0.0,11807.0,93.0,24.0,1.0,0.0,0.0,0.0,672.0,5.0,0.25,0.3333333333333333,246.0,0.0,0.0,-1.0,0
5000.0,36.0,6.62,153.52,1.0,9.0,1.0,45000.0,2.0,12.0,13.28,15.0,0.0,4834.0,14.2,29.0,1.0,0.0,0.0,0.0,742.0,6.0,0.1111111111111111,0.5172413793103449,167.0,0.0,0.0,-1.0,0
21000.0,36.0,13.11,708.69,8.0,1.0,0.0,161500.0,0.0,0.0,10.64,14.0,0.0,33765.0,62.8,22.0,1.0,0.0,1.0,0.0,717.0,6.0,0.1300309597523219,0.6363636363636364,408.0,0.0,0.0,-1.0,0
11200.0,36.0,17.77,403.62,15.0,6.0,1.0,45000.0,0.0,0.0,10.24,10.0,0.0,9843.0,69.8,17.0,1.0,0.0,0.0,0.0,667.0,6.0,0.2488888888888888,0.5882352941176471,72.0,0.0,0.0,-1.0,0
12000.0,36.0,17.27,429.45,14.0,5.0,0.0,50000.0,0.0,4.0,9.65,6.0,0.0,12254.0,81.2,12.0,1.0,0.0,0.0,0.0,667.0,6.0,0.24,0.5,289.0,0.0,0.0,-1.0,0
35000.0,60.0,13.11,798.33,8.0,9.0,2.0,89500.0,2.0,0.0,29.51,18.0,0.0,45806.0,47.7,26.0,1.0,0.0,1.0,0.0,742.0,6.0,0.3910614525139664,0.6923076923076923,254.0,0.0,0.0,-1.0,0
6000.0,36.0,13.11,202.49,8.0,3.0,1.0,43000.0,0.0,0.0,27.86,14.0,0.0,7013.0,66.2,18.0,1.0,0.0,0.0,0.0,692.0,6.0,0.1395348837209302,0.7777777777777778,101.0,0.0,0.0,-1.0,1
12000.0,36.0,8.9,381.04,4.0,2.0,0.0,48000.0,0.0,0.0,16.0,12.0,0.0,8950.0,52.0,14.0,1.0,0.0,1.0,0.0,717.0,6.0,0.25,0.8571428571428571,67.0,0.0,0.0,-1.0,0
1600.0,36.0,14.33,54.95,10.0,10.0,0.0,35000.0,0.0,3.0,18.38,9.0,0.0,7528.0,71.7,45.0,1.0,0.0,7.0,0.0,677.0,6.0,0.0457142857142857,0.2,240.0,0.0,0.0,-1.0,0
3000.0,36.0,13.11,101.25,8.0,2.0,0.0,95000.0,0.0,12.0,16.68,18.0,0.0,19664.0,44.8,48.0,1.0,0.0,4.0,0.0,687.0,6.0,0.031578947368421,0.375,375.0,0.0,0.0,-1.0,0
10000.0,36.0,10.74,326.16,6.0,10.0,0.0,60000.0,0.0,0.0,8.2,8.0,0.0,9874.0,47.9,15.0,1.0,0.0,2.0,0.0,702.0,6.0,0.1666666666666666,0.5333333333333333,198.0,0.0,0.0,-1.0,0
6600.0,36.0,6.03,200.88,0.0,10.0,0.0,65000.0,0.0,2.0,18.18,7.0,0.0,4305.0,13.8,17.0,1.0,0.0,0.0,0.0,807.0,6.0,0.1015384615384615,0.4117647058823529,208.0,0.0,0.0,-1.0,0
4000.0,36.0,13.67,136.08,9.0,1.0,1.0,40000.0,1.0,1.0,4.56,14.0,0.0,5442.0,64.0,30.0,1.0,0.0,0.0,0.0,682.0,6.0,0.1,0.4666666666666667,103.0,0.0,0.0,-1.0,0
8500.0,36.0,10.74,277.24,6.0,10.0,2.0,74714.0,1.0,0.0,7.97,9.0,0.0,5918.0,48.1,20.0,1.0,0.0,0.0,0.0,717.0,6.0,0.1137671654576116,0.45,184.0,0.0,0.0,-1.0,0
25000.0,60.0,15.31,598.83,12.0,10.0,0.0,100000.0,2.0,0.0,15.37,15.0,0.0,20457.0,47.4,30.0,1.0,0.0,5.0,0.0,722.0,6.0,0.25,0.5,260.0,0.0,0.0,-1.0,0
15850.0,36.0,15.31,551.86,11.0,3.0,1.0,40000.0,0.0,0.0,12.84,6.0,0.0,13763.0,86.6,13.0,1.0,0.0,0.0,0.0,682.0,6.0,0.39625,0.4615384615384615,80.0,0.0,0.0,-1.0,0
8000.0,36.0,18.49,291.19,16.0,6.0,2.0,92000.0,0.0,2.0,6.76,10.0,0.0,6569.0,77.3,19.0,1.0,0.0,0.0,0.0,662.0,6.0,0.0869565217391304,0.5263157894736842,180.0,0.0,0.0,-1.0,1
6500.0,36.0,16.29,229.46,13.0,3.0,1.0,76000.0,0.0,4.0,9.2,8.0,0.0,9983.0,60.1,11.0,1.0,0.0,0.0,0.0,672.0,6.0,0.0855263157894736,0.7272727272727273,66.0,0.0,0.0,-1.0,0
4600.0,36.0,8.9,146.07,4.0,2.0,1.0,50000.0,2.0,0.0,33.7,7.0,0.0,1547.0,55.2,20.0,1.0,0.0,0.0,0.0,707.0,6.0,0.092,0.35,117.0,0.0,0.0,-1.0,0
35000.0,36.0,18.49,1273.96,16.0,10.0,0.0,127500.0,2.0,2.0,17.35,21.0,0.0,19990.0,37.4,51.0,1.0,0.0,1.0,0.0,702.0,6.0,0.2745098039215686,0.4117647058823529,161.0,0.0,0.0,-1.0,0
12000.0,60.0,8.9,248.52,4.0,10.0,0.0,45000.0,1.0,0.0,8.45,12.0,0.0,10367.0,42.1,28.0,1.0,0.0,3.0,0.0,757.0,6.0,0.2666666666666666,0.4285714285714285,169.0,0.0,0.0,-1.0,0
25000.0,36.0,11.14,820.13,6.0,1.0,0.0,150000.0,0.0,0.0,17.12,6.0,0.0,14726.0,74.0,21.0,1.0,0.0,1.0,0.0,737.0,7.0,0.1666666666666666,0.2857142857142857,177.0,0.0,0.0,-1.0,0
25000.0,60.0,20.49,669.19,20.0,7.0,1.0,175000.0,2.0,0.0,6.17,22.0,0.0,23665.0,88.3,30.0,1.0,0.0,0.0,0.0,707.0,7.0,0.1428571428571428,0.7333333333333333,383.0,0.0,0.0,-1.0,0
20000.0,36.0,19.72,740.43,19.0,10.0,0.0,135000.0,2.0,0.0,14.3,12.0,0.0,25764.0,79.8,30.0,1.0,0.0,5.0,0.0,667.0,7.0,0.1481481481481481,0.4,172.0,0.0,0.0,-1.0,0
16000.0,36.0,7.9,500.65,3.0,5.0,0.0,75000.0,0.0,0.0,10.43,14.0,1.0,10582.0,43.7,30.0,1.0,0.0,2.0,1.0,722.0,7.0,0.2133333333333333,0.4666666666666667,188.0,0.0053191489361702,0.0053191489361702,1.0,0
12000.0,36.0,12.12,399.26,7.0,4.0,1.0,36000.0,0.0,0.0,20.77,11.0,0.0,14616.0,64.1,31.0,1.0,0.0,0.0,0.0,687.0,7.0,0.3333333333333333,0.3548387096774194,200.0,0.0,0.0,-1.0,1
3000.0,36.0,12.12,99.82,7.0,1.0,1.0,43000.0,0.0,0.0,27.01,11.0,0.0,14274.0,70.7,20.0,1.0,0.0,3.0,0.0,682.0,7.0,0.0697674418604651,0.55,128.0,0.0,0.0,-1.0,0
20000.0,36.0,13.11,674.94,8.0,10.0,0.0,84608.0,1.0,0.0,17.74,10.0,0.0,36309.0,97.9,28.0,1.0,0.0,6.0,0.0,727.0,7.0,0.2363842662632375,0.3571428571428571,220.0,0.0,0.0,-1.0,1
10000.0,36.0,13.11,337.47,8.0,7.0,0.0,91364.0,0.0,0.0,13.67,18.0,0.0,17323.0,37.2,43.0,1.0,0.0,7.0,0.0,702.0,7.0,0.1094523006873604,0.4186046511627907,401.0,0.0,0.0,-1.0,0
2500.0,60.0,15.31,59.89,11.0,10.0,0.0,60000.0,2.0,5.0,26.5,15.0,0.0,11548.0,62.8,41.0,1.0,0.0,3.0,0.0,702.0,7.0,0.0416666666666666,0.3658536585365853,182.0,0.0,0.0,-1.0,0
6000.0,36.0,10.16,194.06,5.0,9.0,1.0,50000.0,0.0,12.0,20.86,7.0,0.0,6371.0,54.0,16.0,1.0,0.0,0.0,0.0,697.0,7.0,0.12,0.4375,151.0,0.0,0.0,-1.0,0
8725.0,36.0,15.31,303.79,11.0,5.0,1.0,25000.0,1.0,0.0,27.22,14.0,0.0,4399.0,48.9,17.0,1.0,0.0,0.0,0.0,677.0,7.0,0.349,0.8235294117647058,52.0,0.0,0.0,-1.0,0
6000.0,36.0,14.33,206.03,10.0,1.0,0.0,100000.0,2.0,4.0,6.71,10.0,0.0,17231.0,74.9,34.0,1.0,0.0,1.0,0.0,667.0,7.0,0.06,0.2941176470588235,186.0,0.0,0.0,-1.0,0
20000.0,36.0,12.12,665.44,7.0,10.0,1.0,63806.0,0.0,0.0,18.51,19.0,0.0,17749.0,49.7,32.0,1.0,0.0,0.0,0.0,702.0,7.0,0.3134501457543178,0.59375,176.0,0.0,0.0,-1.0,0
12425.0,36.0,13.11,419.31,8.0,7.0,0.0,45000.0,2.0,0.0,15.01,8.0,0.0,18528.0,62.5,30.0,1.0,0.0,1.0,0.0,707.0,7.0,0.2761111111111111,0.2666666666666666,182.0,0.0,0.0,-1.0,1
15000.0,36.0,12.12,499.08,7.0,2.0,0.0,110000.0,0.0,0.0,22.41,14.0,0.0,37361.0,43.4,39.0,1.0,0.0,2.0,0.0,702.0,7.0,0.1363636363636363,0.358974358974359,165.0,0.0,0.0,-1.0,0
18250.0,36.0,16.29,644.24,13.0,1.0,2.0,47000.0,0.0,0.0,29.16,15.0,0.0,17942.0,47.6,27.0,1.0,0.0,0.0,0.0,682.0,7.0,0.3882978723404255,0.5555555555555556,148.0,0.0,0.0,-1.0,0
12000.0,36.0,7.62,373.94,2.0,5.0,1.0,50000.0,2.0,12.0,1.69,4.0,0.0,2006.0,17.8,7.0,1.0,0.0,0.0,0.0,752.0,7.0,0.24,0.5714285714285714,62.0,0.0,0.0,-1.0,0
15000.0,36.0,10.16,485.14,5.0,10.0,0.0,87000.0,0.0,0.0,22.5,13.0,0.0,28472.0,45.9,40.0,1.0,0.0,3.0,0.0,732.0,7.0,0.1724137931034483,0.325,257.0,0.0,0.0,-1.0,0
15000.0,60.0,19.72,395.08,19.0,4.0,1.0,78000.0,1.0,5.0,9.43,2.0,0.0,12431.0,82.9,6.0,1.0,0.0,1.0,0.0,732.0,7.0,0.1923076923076923,0.3333333333333333,187.0,0.0,0.0,-1.0,0
12000.0,36.0,11.14,393.67,6.0,3.0,0.0,45000.0,2.0,0.0,20.43,19.0,0.0,10913.0,49.2,35.0,1.0,0.0,1.0,0.0,702.0,7.0,0.2666666666666666,0.5428571428571428,203.0,0.0,0.0,-1.0,0
4800.0,36.0,7.62,149.58,2.0,5.0,0.0,39500.0,2.0,3.0,19.66,8.0,0.0,6361.0,46.1,20.0,1.0,0.0,1.0,0.0,737.0,7.0,0.1215189873417721,0.4,158.0,0.0,0.0,-1.0,0
5000.0,36.0,13.11,168.74,8.0,10.0,0.0,92000.0,2.0,5.0,32.6,11.0,0.0,1889.0,82.1,50.0,1.0,0.0,4.0,0.0,687.0,7.0,0.0543478260869565,0.22,163.0,0.0,0.0,-1.0,0
8000.0,36.0,14.33,274.71,10.0,10.0,0.0,63000.0,0.0,6.0,22.72,10.0,1.0,13800.0,68.7,32.0,1.0,0.0,6.0,1.0,692.0,7.0,0.1269841269841269,0.3125,211.0,0.0047393364928909,0.0047393364928909,1.0,0
3600.0,36.0,7.9,112.65,3.0,10.0,0.0,35000.0,2.0,0.0,14.98,10.0,0.0,1533.0,32.6,27.0,1.0,0.0,5.0,0.0,712.0,7.0,0.1028571428571428,0.3703703703703703,196.0,0.0,0.0,-1.0,1
6600.0,36.0,11.14,216.52,6.0,2.0,1.0,40000.0,0.0,4.0,18.79,16.0,0.0,7275.0,42.3,26.0,1.0,0.0,0.0,0.0,702.0,7.0,0.165,0.6153846153846154,86.0,0.0,0.0,-1.0,0
6000.0,36.0,12.12,199.63,7.0,1.0,1.0,40000.0,0.0,4.0,18.09,12.0,0.0,9559.0,66.4,17.0,1.0,0.0,0.0,0.0,697.0,7.0,0.15,0.7058823529411765,103.0,0.0,0.0,-1.0,0
26000.0,36.0,13.11,877.43,8.0,9.0,1.0,81000.0,0.0,0.0,18.59,13.0,0.0,15233.0,25.2,30.0,1.0,0.0,0.0,0.0,707.0,7.0,0.3209876543209876,0.4333333333333333,186.0,0.0,0.0,-1.0,0
5000.0,36.0,10.16,161.72,5.0,3.0,1.0,116000.0,2.0,3.0,11.62,17.0,0.0,16595.0,42.5,35.0,1.0,0.0,0.0,0.0,712.0,8.0,0.043103448275862,0.4857142857142857,113.0,0.0,0.0,-1.0,0
29175.0,60.0,21.0,789.29,21.0,10.0,1.0,74000.0,2.0,0.0,18.73,11.0,0.0,23144.0,88.3,25.0,1.0,0.0,0.0,0.0,707.0,8.0,0.3942567567567567,0.44,288.0,0.0,0.0,-1.0,0
5000.0,36.0,17.27,178.94,14.0,5.0,1.0,50000.0,0.0,0.0,9.77,6.0,0.0,5521.0,62.7,8.0,1.0,0.0,0.0,0.0,662.0,8.0,0.1,0.75,125.0,0.0,0.0,-1.0,0
24000.0,60.0,14.09,559.56,9.0,10.0,1.0,60000.0,2.0,0.0,21.45,7.0,0.0,9498.0,52.8,11.0,1.0,0.0,0.0,0.0,742.0,8.0,0.4,0.6363636363636364,392.0,0.0,0.0,-1.0,0
28000.0,36.0,7.62,872.52,2.0,0.0,2.0,100000.0,0.0,4.0,2.47,10.0,0.0,5364.0,8.8,25.0,1.0,0.0,8.0,0.0,807.0,8.0,0.28,0.4,287.0,0.0,0.0,-1.0,0
15000.0,36.0,19.05,550.22,18.0,1.0,1.0,72900.0,0.0,4.0,14.81,11.0,0.0,11039.0,97.7,20.0,1.0,0.0,0.0,0.0,677.0,8.0,0.205761316872428,0.55,186.0,0.0,0.0,-1.0,0
6000.0,60.0,11.14,130.88,6.0,10.0,1.0,34000.0,2.0,3.0,7.27,8.0,0.0,13478.0,38.7,26.0,1.0,0.0,0.0,0.0,732.0,8.0,0.1764705882352941,0.3076923076923077,225.0,0.0,0.0,-1.0,0
11126.166015625,36.0,11.14,364.9954833984375,6.0,4.0,0.0,708647.4375,0.0,0.0,333.9723693847656,15.0,0.0,31830.23828125,12.448524856567381,27.0,1.0,0.0,5.0,0.0,707.0,8.0,0.015700562078019814,0.5555555820465088,138.0,0.0,0.0,-1.0,1
5000.0,36.0,12.12,166.36,7.0,2.0,1.0,67000.0,0.0,0.0,14.42,8.0,0.0,4369.0,42.4,14.0,1.0,0.0,0.0,0.0,677.0,8.0,0.0746268656716417,0.5714285714285714,72.0,0.0,0.0,-1.0,0
10000.0,36.0,10.16,323.43,5.0,10.0,0.0,63000.0,2.0,0.0,12.36,10.0,0.0,8565.0,59.5,24.0,1.0,0.0,6.0,0.0,722.0,8.0,0.1587301587301587,0.4166666666666667,275.0,0.0,0.0,-1.0,0
4000.0,36.0,11.14,131.23,6.0,8.0,0.0,55200.0,0.0,8.0,10.48,4.0,0.0,3363.0,59.0,18.0,1.0,0.0,1.0,0.0,717.0,8.0,0.072463768115942,0.2222222222222222,126.0,0.0,0.0,-1.0,0
6500.0,36.0,8.9,206.4,4.0,10.0,0.0,60000.0,1.0,4.0,10.46,13.0,0.0,13886.0,49.9,37.0,1.0,0.0,4.0,0.0,717.0,8.0,0.1083333333333333,0.3513513513513513,128.0,0.0,0.0,-1.0,0
10625.0,36.0,18.49,386.74,16.0,2.0,2.0,32700.0,0.0,0.0,22.86,15.0,0.0,10447.0,48.4,27.0,1.0,0.0,0.0,0.0,662.0,8.0,0.3249235474006116,0.5555555555555556,124.0,0.0,0.0,-1.0,0
16800.0,36.0,10.16,543.36,5.0,6.0,1.0,45000.0,0.0,4.0,28.91,15.0,0.0,12667.0,44.8,38.0,1.0,0.0,0.0,0.0,722.0,8.0,0.3733333333333333,0.3947368421052631,221.0,0.0,0.0,-1.0,0
19750.0,36.0,14.09,675.88,9.0,10.0,0.0,51000.0,1.0,0.0,21.22,9.0,0.0,24155.0,51.4,23.0,1.0,0.0,3.0,0.0,692.0,8.0,0.3872549019607843,0.391304347826087,271.0,0.0,0.0,-1.0,0
5525.0,36.0,13.11,186.46,8.0,0.0,0.0,28000.0,1.0,4.0,26.06,16.0,0.0,15567.0,55.8,27.0,1.0,0.0,0.0,0.0,692.0,8.0,0.1973214285714285,0.5925925925925926,92.0,0.0,0.0,-1.0,0
