loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,fico_score,month_of_year,ratio_loan_amnt_annual_inc,ratio_open_acc_total_acc,month_since_earliest_cr_line,ratio_pub_rec_month_since_earliest_cr_line,ratio_pub_rec_bankruptcies_month_since_earliest_cr_line,ratio_pub_rec_bankruptcies_pub_rec,charged_off
11467.7333984375,36.0,13.67,390.1051928710938,9.0,9.0,1.0,247082.84375,1.0,4.0,30.554784927368164,7.0,0.0,118009.4140625,65.66469116210938,12.0,1.0,0.0,1.0,0.0,677.0,3.0,0.04641248583793639,0.5833333015441895,136.0,0.0,0.0,-1.0,0
15305.7099609375,36.0,16.29,540.2986352539062,14.0,10.0,1.0,162619.9375,0.0,0.0,86.44352508544922,12.0,0.0,131443.046875,19.49170684814453,17.0,1.0,0.0,0.0,0.0,677.0,3.0,0.09411950707435607,0.7058823529411765,200.0,0.0,0.0,-1.0,0
23451.326171875,36.0,12.12,780.2638403320312,7.0,6.0,1.0,2984305.75,2.0,2.0,14.092001762390137,11.0,0.0,315851.34375,69.83414154052734,23.0,1.0,0.0,1.0,0.0,702.0,4.0,0.00785822868347169,0.47826087474823,192.0,0.0,0.0,-1.0,0
16800.0,60.0,20.99,454.41,22.0,0.0,1.0,70000.0,0.0,12.0,7.2,12.0,0.0,8336.0,61.9,17.0,1.0,0.0,0.0,0.0,667.0,4.0,0.24,0.7058823529411765,88.0,0.0,0.0,-1.0,1
10000.0,36.0,9.76,321.55,5.0,3.0,0.0,40000.0,1.0,2.0,14.34,13.0,0.0,7961.0,28.9,21.0,1.0,0.0,1.0,0.0,732.0,4.0,0.25,0.6190476190476191,66.0,0.0,0.0,-1.0,1
5518.0869140625,36.0,10.74,179.9845266723633,6.0,10.0,1.0,3172803.0,1.0,0.0,166.41243591308594,12.0,1.0,569752.125,55.23815765380859,30.0,1.0,0.0,4.0,1.0,702.0,4.0,0.0017391785102731233,0.39999998211860655,146.0,0.0068493150684931,0.0068493150684931,1.0,1
11875.0,36.0,14.65,409.62,11.0,2.0,1.0,60000.0,0.0,0.0,7.36,8.0,0.0,13116.0,70.5,9.0,1.0,0.0,0.0,0.0,677.0,4.0,0.1979166666666666,0.8888888888888888,95.0,0.0,0.0,-1.0,0
5850.82861328125,36.0,13.67,199.0313751220703,9.0,10.0,1.0,150080.640625,1.0,0.0,25.02203971862793,10.0,0.0,9158.7705078125,79.02329864501954,19.0,1.0,0.0,1.0,0.0,687.0,4.0,0.038984569223488,0.5263157894736842,128.0,0.0,0.0,-1.0,0
6206.26220703125,36.0,12.12,206.49245727539062,7.0,2.0,0.0,185031.203125,0.0,4.0,27.288938293457033,15.0,0.0,16028.0693359375,48.599822235107425,20.0,1.0,0.0,1.0,0.0,697.0,4.0,0.033541700243949896,0.7499999889621027,230.0,0.0,0.0,-1.0,0
11500.0,36.0,13.99,392.99,10.0,10.0,1.0,24000.0,1.0,0.0,22.55,8.0,0.0,8036.0,53.2,10.0,1.0,0.0,0.0,0.0,687.0,4.0,0.4791666666666667,0.8,100.0,0.0,0.0,-1.0,0
15000.0,36.0,13.11,506.21,8.0,5.0,2.0,31000.0,0.0,0.0,21.99,9.0,0.0,28026.0,61.7,18.0,1.0,0.0,0.0,0.0,692.0,4.0,0.4838709677419355,0.5,124.0,0.0,0.0,-1.0,0
18075.57421875,36.0,12.12,601.4038110351562,7.0,10.0,0.0,1264386.125,0.0,1.0,35.96259330749512,13.0,0.0,491663.78125,25.88300170898438,33.0,1.0,0.0,1.0,0.0,717.0,4.0,0.014295932650566112,0.39393942109469704,187.0,0.0,0.0,-1.0,0
2168.43505859375,36.0,18.25,78.66622528076172,17.0,0.0,1.0,1101750.75,1.0,4.0,134.66630279541016,13.0,0.0,332592.9375,112.79898376464844,24.0,1.0,0.0,0.0,0.0,662.0,4.0,0.0019681743449634914,0.5416666795225704,44.0,0.0,0.0,-1.0,0
26265.87890625,60.0,23.13,742.4115356445312,27.0,7.0,2.0,2036471.5,1.0,1.0,86.26836883544922,11.0,0.0,563628.25,97.36393280029297,22.0,1.0,0.0,10.0,0.0,672.0,4.0,0.012897744435298286,0.4999999933772617,122.0,0.0,0.0,-1.0,1
21092.474609375,60.0,13.99,490.67850708007813,10.0,10.0,1.0,324455.25,1.0,1.0,85.80501159667969,10.0,0.0,223193.53125,55.8697998046875,63.0,1.0,0.0,2.0,0.0,732.0,4.0,0.06500890395220588,0.1587301717391089,162.0,0.0,0.0,-1.0,0
15000.0,36.0,13.99,512.6,10.0,4.0,1.0,84000.0,0.0,0.0,14.76,12.0,0.0,17999.0,67.3,24.0,1.0,0.0,0.0,0.0,687.0,5.0,0.1785714285714285,0.5,231.0,0.0,0.0,-1.0,0
12800.0,36.0,13.11,431.97,8.0,8.0,1.0,27000.0,2.0,0.0,33.91,7.0,0.0,13108.0,82.1,23.0,1.0,0.0,0.0,0.0,682.0,5.0,0.4740740740740741,0.3043478260869565,214.0,0.0,0.0,-1.0,0
16892.62109375,36.0,13.67,574.6470397949219,9.0,8.0,1.0,444698.125,0.0,2.0,144.09231994628905,16.0,0.0,366021.6875,223.8044677734375,34.0,1.0,0.0,7.0,0.0,677.0,5.0,0.03798672391308677,0.47058823506037395,145.0,0.0,0.0,-1.0,0
35000.0,36.0,17.27,1252.56,15.0,10.0,0.0,140000.0,1.0,0.0,21.24,18.0,0.0,17409.0,73.5,42.0,1.0,0.0,6.0,0.0,707.0,5.0,0.25,0.4285714285714285,258.0,0.0,0.0,-1.0,1
21059.80859375,60.0,20.5,563.8321630859375,21.0,5.0,0.0,460609.65625,2.0,1.0,50.28067008972168,8.0,0.0,30402.279296875,50.53340530395508,23.0,1.0,0.0,1.0,0.0,682.0,5.0,0.04572159251601421,0.34782611046518597,71.0,0.0,0.0,-1.0,0
9275.8251953125,60.0,17.99,235.49477661132812,16.0,2.0,1.0,1103208.625,2.0,0.0,41.601732635498045,7.0,0.0,287909.125,103.90123825073242,19.0,1.0,0.0,2.0,0.0,692.0,5.0,0.008408025289193155,0.36842103167013684,77.0,0.0,0.0,-1.0,0
7017.67236328125,36.0,15.81,246.06258422851562,13.0,5.0,1.0,2468078.5,0.0,0.0,36.902310638427736,11.0,0.0,312816.4375,88.89939041137696,21.0,1.0,0.0,6.0,0.0,672.0,5.0,0.002843380701251119,0.5238095469334546,99.0,0.0,0.0,-1.0,0
6381.51806640625,36.0,13.67,217.0841748046875,9.0,10.0,0.0,767219.625,0.0,2.0,-0.9999997711181656,11.0,0.0,92998.59375,55.922978210449216,34.0,1.0,0.0,3.0,0.0,692.0,5.0,0.008317722214592815,0.32352941632270815,234.0,0.0,0.0,-1.0,0
5012.7373046875,36.0,8.9,159.16943542480467,4.0,9.0,1.0,1445673.875,2.0,10.0,83.97399230957032,6.0,0.0,192379.0625,54.00807991027832,23.0,1.0,0.0,4.0,0.0,757.0,5.0,0.0034674051403999345,0.2608695387840271,55.0,0.0,0.0,-1.0,0
20335.0546875,60.0,16.29,497.65571044921876,14.0,10.0,0.0,727613.0,2.0,4.0,71.60440032958985,10.0,0.0,239615.796875,67.90176849365234,23.0,1.0,0.0,4.0,0.0,712.0,5.0,0.027947610616683938,0.4347825801372528,216.0,0.0,0.0,-1.0,0
20951.669921875,36.0,13.99,715.9778576660156,10.0,4.0,1.0,2313923.75,1.0,5.0,162.78841430664062,16.0,0.0,196945.484375,132.48135528564453,24.0,1.0,0.0,4.0,0.0,672.0,5.0,0.014241467978133499,0.6466416691030774,114.0,0.0,0.0,-1.0,1
4800.0,36.0,13.11,161.99,8.0,1.0,0.0,106000.0,0.0,0.0,13.53,11.0,0.0,17989.0,88.2,38.0,1.0,0.0,5.0,0.0,677.0,5.0,0.0452830188679245,0.2894736842105263,203.0,0.0,0.0,-1.0,0
21000.0,60.0,18.25,536.13,17.0,10.0,0.0,46000.0,2.0,0.0,23.24,12.0,0.0,12981.0,58.7,25.0,1.0,0.0,0.0,0.0,697.0,5.0,0.4565217391304347,0.48,347.0,0.0,0.0,-1.0,1
8006.64892578125,36.0,7.9,250.53005798339845,3.0,4.0,1.0,199504.140625,1.0,0.0,-0.6461402130126953,4.0,0.0,23382.5625,23.711498260498047,4.0,1.0,0.0,0.0,0.0,727.0,5.0,0.04013274610042572,1.0,73.0,0.0,0.0,-1.0,0
4800.0,36.0,15.81,168.31,13.0,9.0,0.0,45000.0,0.0,0.0,22.77,11.0,0.0,4814.0,83.0,30.0,1.0,0.0,1.0,0.0,667.0,5.0,0.1066666666666666,0.3666666666666666,93.0,0.0,0.0,-1.0,0
28625.0,36.0,20.5,1071.12,21.0,4.0,0.0,58000.0,2.0,0.0,26.52,14.0,0.0,32872.0,65.2,23.0,1.0,0.0,0.0,0.0,672.0,5.0,0.4935344827586206,0.6086956521739131,136.0,0.0,0.0,-1.0,0
15000.0,36.0,17.27,536.81,15.0,1.0,1.0,94000.0,0.0,4.0,5.18,6.0,0.0,17113.0,93.0,9.0,1.0,0.0,0.0,0.0,682.0,5.0,0.1595744680851064,0.6666666666666666,159.0,0.0,0.0,-1.0,0
16099.3349609375,36.0,18.25,584.0497607421875,17.0,7.0,1.0,2149594.5,0.0,4.0,116.63131408691406,13.0,0.0,129699.8515625,99.67396545410156,32.0,1.0,0.0,8.0,0.0,672.0,5.0,0.0074894726276397705,0.4062499900658925,246.0,0.0,0.0,-1.0,0
3286.68310546875,36.0,6.62,100.9134783935547,1.0,9.0,1.0,3957333.5,2.0,11.0,110.97449615478516,21.0,0.0,588684.1875,80.4343978881836,44.0,1.0,0.0,1.0,0.0,742.0,6.0,0.0008305302924579983,0.477272739698147,167.0,0.0,0.0,-1.0,0
22007.255859375,36.0,13.11,742.6749243164063,8.0,1.0,0.0,2066235.0,0.0,2.0,151.86499084472655,17.0,0.0,367553.9375,218.7639587402344,21.0,1.0,0.0,6.0,0.0,717.0,6.0,0.01065089544367856,0.8095238317142833,408.0,0.0,0.0,-1.0,0
11200.0,36.0,17.77,403.62,15.0,6.0,1.0,45000.0,0.0,0.0,10.24,10.0,0.0,9843.0,69.8,17.0,1.0,0.0,0.0,0.0,667.0,6.0,0.2488888888888888,0.5882352941176471,72.0,0.0,0.0,-1.0,0
11005.8984375,36.0,17.27,393.8709289550781,14.0,5.0,0.0,487873.90625,0.0,4.0,48.48013916015625,6.0,0.0,2763.9111328125,79.89332885742188,9.0,1.0,0.0,1.0,0.0,667.0,6.0,0.02255888819694518,0.6666666865348816,289.0,0.0,0.0,-1.0,0
35136.29296875,60.0,13.11,801.4356518554688,8.0,9.0,2.0,97269.75,2.0,0.0,22.11891342163086,18.0,0.0,55807.38671875,57.214881134033206,26.0,1.0,0.0,1.0,0.0,742.0,6.0,0.36122527468803867,0.6923076923076923,254.0,0.0,0.0,-1.0,0
8722.71875,36.0,13.11,294.36400817871095,8.0,3.0,1.0,1600263.375,0.0,1.0,132.1404412841797,20.0,0.0,366341.5625,151.90683288574218,28.0,1.0,0.0,2.0,0.0,692.0,6.0,0.005450793130453213,0.7142857180701362,101.0,0.0,0.0,-1.0,1
14872.5986328125,36.0,8.9,472.2495642089844,4.0,2.0,0.0,686317.5,0.0,0.0,61.34269714355469,8.0,0.0,35405.10546875,79.73175048828125,15.0,1.0,0.0,0.0,0.0,717.0,6.0,0.0216701477766037,0.5333333526338849,67.0,0.0,0.0,-1.0,0
2383.88525390625,36.0,14.33,81.85813064575196,10.0,10.0,0.0,715242.0,0.0,4.0,43.93769538879394,9.0,0.0,163933.5625,80.63649291992188,31.0,1.0,0.0,8.0,0.0,677.0,6.0,0.003332980466740458,0.3000000089406967,240.0,0.0,0.0,-1.0,0
3000.0,36.0,13.11,101.25,8.0,2.0,0.0,95000.0,0.0,12.0,16.68,18.0,0.0,19664.0,44.8,48.0,1.0,0.0,4.0,0.0,687.0,6.0,0.031578947368421,0.375,375.0,0.0,0.0,-1.0,0
10000.0,36.0,10.74,326.16,6.0,10.0,0.0,60000.0,0.0,0.0,8.2,8.0,0.0,9874.0,47.9,15.0,1.0,0.0,2.0,0.0,702.0,6.0,0.1666666666666666,0.5333333333333333,198.0,0.0,0.0,-1.0,0
5316.85693359375,36.0,6.03,161.82052124023437,0.0,10.0,0.0,267123.21875,0.0,2.0,17.53930633544922,6.0,0.0,162767.03125,66.2082908630371,11.0,1.0,0.0,2.0,0.0,807.0,6.0,0.019904133769182014,0.5454545564511243,208.0,0.0,0.0,-1.0,0
2365.73828125,36.0,13.67,80.47682769775392,9.0,1.0,1.0,1251507.125,1.0,1.0,16.394932327270507,15.0,0.0,253697.453125,1.0871658325195312,37.0,1.0,0.0,1.0,0.0,682.0,6.0,0.0018903151154518183,0.40540540019671123,103.0,0.0,0.0,-1.0,0
7130.0615234375,36.0,10.74,232.55224060058595,6.0,10.0,2.0,419826.15625,1.0,0.0,42.08269760131836,11.0,0.0,286806.09375,41.297254180908205,19.0,1.0,0.0,0.0,0.0,717.0,6.0,0.01698336354435019,0.578947377204895,184.0,0.0,0.0,-1.0,0
24665.17578125,60.0,15.31,590.8027172851563,12.0,10.0,0.0,2586111.25,2.0,1.0,154.08432495117188,14.0,0.0,866499.6875,62.138101959228514,37.0,1.0,0.0,7.0,0.0,722.0,6.0,0.009537547826766968,0.37837839126586914,260.0,0.0,0.0,-1.0,0
15855.1435546875,36.0,15.31,552.03236328125,11.0,3.0,1.0,28921.4140625,0.0,0.0,12.930991973876953,6.0,0.0,13091.970703125,86.47776947021484,13.0,1.0,0.0,0.0,0.0,682.0,6.0,0.5482146644592285,0.4615384615384615,80.0,0.0,0.0,-1.0,0
5288.52001953125,36.0,18.49,192.49564880371094,16.0,6.0,2.0,576146.0625,0.0,2.0,15.398286590576172,10.0,0.0,707118.6875,68.57098846435547,33.0,1.0,0.0,11.0,0.0,662.0,6.0,0.009179128576879886,0.3030302932387904,180.0,0.0,0.0,-1.0,1
6500.0,36.0,16.29,229.46,13.0,3.0,1.0,76000.0,0.0,4.0,9.2,8.0,0.0,9983.0,60.1,11.0,1.0,0.0,0.0,0.0,672.0,6.0,0.0855263157894736,0.7272727272727273,66.0,0.0,0.0,-1.0,0
4600.0,36.0,8.9,146.07,4.0,2.0,1.0,50000.0,2.0,0.0,33.7,7.0,0.0,1547.0,55.2,20.0,1.0,0.0,0.0,0.0,707.0,6.0,0.092,0.35,117.0,0.0,0.0,-1.0,0
34201.26171875,36.0,18.49,1244.884072265625,16.0,10.0,0.0,2130582.75,2.0,2.0,92.56883392333984,10.0,0.0,815870.4375,16.19910659790039,63.0,1.0,0.0,5.0,0.0,702.0,6.0,0.016052530676710808,0.158730173812193,161.0,0.0,0.0,-1.0,0
7485.89892578125,60.0,8.9,155.03092529296876,4.0,10.0,0.0,3388819.75,1.0,0.0,237.93190307617186,12.0,0.0,381148.96875,128.8661361694336,27.0,1.0,0.0,3.0,0.0,757.0,6.0,0.002208993832270245,0.4444444434983389,169.0,0.0,0.0,-1.0,0
25000.0,36.0,11.14,820.13,6.0,1.0,0.0,150000.0,0.0,0.0,17.12,6.0,0.0,14726.0,74.0,21.0,1.0,0.0,1.0,0.0,737.0,7.0,0.1666666666666666,0.2857142857142857,177.0,0.0,0.0,-1.0,0
25586.5390625,60.0,20.49,684.8829321289063,20.0,7.0,1.0,1969485.0,2.0,1.0,51.10573760986328,23.0,0.0,559605.9375,72.87333374023437,36.0,1.0,0.0,9.0,0.0,707.0,7.0,0.012991481593676912,0.6388888796170552,383.0,0.0,0.0,-1.0,0
20000.0,36.0,19.72,740.43,19.0,10.0,0.0,135000.0,2.0,0.0,14.3,12.0,0.0,25764.0,79.8,30.0,1.0,0.0,5.0,0.0,667.0,7.0,0.1481481481481481,0.4,172.0,0.0,0.0,-1.0,0
15829.935546875,36.0,7.9,495.32269897460935,3.0,5.0,0.0,97637.171875,0.0,0.0,11.025029830932617,14.0,1.0,16580.53515625,47.69344635009766,30.0,1.0,0.0,2.0,1.0,722.0,7.0,0.16213020165761308,0.4666666666666667,188.0,0.0053191489361702,0.0053191489361702,1.0,0
12000.0,36.0,12.12,399.26,7.0,4.0,1.0,36000.0,0.0,0.0,20.77,11.0,0.0,14616.0,64.1,31.0,1.0,0.0,0.0,0.0,687.0,7.0,0.3333333333333333,0.3548387096774194,200.0,0.0,0.0,-1.0,1
3000.0,36.0,12.12,99.82,7.0,1.0,1.0,43000.0,0.0,0.0,27.01,11.0,0.0,14274.0,70.7,20.0,1.0,0.0,3.0,0.0,682.0,7.0,0.0697674418604651,0.55,128.0,0.0,0.0,-1.0,0
20000.0,36.0,13.11,674.94,8.0,10.0,0.0,84608.0,1.0,0.0,17.74,10.0,0.0,36309.0,97.9,28.0,1.0,0.0,6.0,0.0,727.0,7.0,0.2363842662632375,0.3571428571428571,220.0,0.0,0.0,-1.0,1
11288.8642578125,36.0,13.11,380.9632556152344,8.0,7.0,0.0,1093961.25,0.0,1.0,123.80057708740235,23.0,0.0,317017.4375,15.191664886474612,55.0,1.0,0.0,7.0,0.0,702.0,7.0,0.010319256206082927,0.41071430749671406,401.0,0.0,0.0,-1.0,0
2500.0,60.0,15.31,59.89,11.0,10.0,0.0,60000.0,2.0,5.0,26.5,15.0,0.0,11548.0,62.8,41.0,1.0,0.0,3.0,0.0,702.0,7.0,0.0416666666666666,0.3658536585365853,182.0,0.0,0.0,-1.0,0
6000.0,36.0,10.16,194.06,5.0,9.0,1.0,50000.0,0.0,12.0,20.86,7.0,0.0,6371.0,54.0,16.0,1.0,0.0,0.0,0.0,697.0,7.0,0.12,0.4375,151.0,0.0,0.0,-1.0,0
11034.861328125,36.0,15.31,384.2034216308594,11.0,5.0,1.0,1118105.0,1.0,2.0,28.205002517700194,11.0,0.0,196579.109375,92.16009368896485,23.0,1.0,0.0,0.0,0.0,677.0,7.0,0.0098692407608032,0.4782608642297632,52.0,0.0,0.0,-1.0,0
8340.1953125,36.0,14.33,286.3865979003906,10.0,1.0,0.0,2918834.75,2.0,4.0,71.19045349121093,5.0,0.0,1511.4716796875,22.315626525878912,24.0,1.0,0.0,1.0,0.0,667.0,7.0,0.0028573735058307626,0.20833333099589624,186.0,0.0,0.0,-1.0,0
25179.154296875,36.0,12.12,837.7514624023438,7.0,10.0,1.0,238477.953125,0.0,1.0,141.12701202392577,17.0,0.0,376429.84375,80.97572250366211,45.0,1.0,0.0,8.0,0.0,702.0,7.0,0.10558271709392503,0.3777777850627899,176.0,0.0,0.0,-1.0,0
14027.0859375,36.0,13.11,473.3695397949219,8.0,7.0,0.0,1229963.75,2.0,2.0,211.65555358886718,10.0,0.0,507692.8125,160.62721252441406,35.0,1.0,0.0,12.0,0.0,707.0,7.0,0.011404469675487916,0.2857142845789591,182.0,0.0,0.0,-1.0,1
4685.9091796875,36.0,12.12,155.90785034179686,7.0,2.0,0.0,1511716.125,0.0,0.0,84.95436111450195,20.0,0.0,402685.53125,32.200365447998045,37.0,1.0,0.0,1.0,0.0,702.0,7.0,0.003099720586429877,0.5405405079707122,165.0,0.0,0.0,-1.0,0
19500.630859375,36.0,16.29,688.3812963867188,13.0,1.0,2.0,1307009.875,0.0,0.0,33.0994302368164,15.0,0.0,224233.84375,12.01075897216797,27.0,1.0,0.0,5.0,0.0,682.0,7.0,0.014920042550310153,0.5555555555555556,148.0,0.0,0.0,-1.0,0
12000.0,36.0,7.62,373.94,2.0,5.0,1.0,50000.0,2.0,12.0,1.69,4.0,0.0,2006.0,17.8,7.0,1.0,0.0,0.0,0.0,752.0,7.0,0.24,0.5714285714285714,62.0,0.0,0.0,-1.0,0
15000.0,36.0,10.16,485.14,5.0,10.0,0.0,87000.0,0.0,0.0,22.5,13.0,0.0,28472.0,45.9,40.0,1.0,0.0,3.0,0.0,732.0,7.0,0.1724137931034483,0.325,257.0,0.0,0.0,-1.0,0
14905.0595703125,60.0,19.72,392.5740490722656,19.0,4.0,1.0,277089.1875,1.0,5.0,16.337838821411133,4.0,0.0,50521.22265625,73.46472778320313,8.0,1.0,0.0,1.0,0.0,732.0,7.0,0.053791564244490386,0.4999999900658925,187.0,0.0,0.0,-1.0,0
12000.0,36.0,11.14,393.67,6.0,3.0,0.0,45000.0,2.0,0.0,20.43,19.0,0.0,10913.0,49.2,35.0,1.0,0.0,1.0,0.0,702.0,7.0,0.2666666666666666,0.5428571428571428,203.0,0.0,0.0,-1.0,0
2452.74462890625,36.0,7.62,76.43044097900392,2.0,5.0,0.0,2788956.25,2.0,2.0,104.58501831054687,14.0,0.0,142985.8125,57.43186721801758,39.0,1.0,0.0,11.0,0.0,737.0,7.0,0.0008794470867023729,0.35897436141967776,158.0,0.0,0.0,-1.0,0
5765.17822265625,36.0,13.11,194.55642150878907,8.0,10.0,0.0,2838008.5,2.0,6.0,207.71196899414062,18.0,0.0,144109.765625,248.16427001953124,54.0,1.0,0.0,3.0,0.0,687.0,7.0,0.002031417482573031,0.33333334445953366,163.0,0.0,0.0,-1.0,0
6237.94384765625,36.0,14.33,214.19925781249998,10.0,10.0,0.0,3652024.75,0.0,6.0,219.09001037597656,10.0,1.0,426977.34375,1.8160888671875028,39.0,1.0,0.0,6.0,1.0,692.0,7.0,0.0017080680718496721,0.25641027092933655,211.0,0.0047393364928909,0.0047393364928909,1.0,0
3600.0,36.0,7.9,112.65,3.0,10.0,0.0,35000.0,2.0,0.0,14.98,10.0,0.0,1533.0,32.6,27.0,1.0,0.0,5.0,0.0,712.0,7.0,0.1028571428571428,0.3703703703703703,196.0,0.0,0.0,-1.0,1
1422.75830078125,36.0,11.14,46.673778076171885,6.0,2.0,1.0,2021196.0,0.0,3.0,27.433926620483398,9.0,0.0,244360.53125,24.713394927978513,17.0,1.0,0.0,6.0,0.0,702.0,7.0,0.0007039093971252519,0.5294117698302636,86.0,0.0,0.0,-1.0,0
6000.0,36.0,12.12,199.63,7.0,1.0,1.0,40000.0,0.0,4.0,18.09,12.0,0.0,9559.0,66.4,17.0,1.0,0.0,0.0,0.0,697.0,7.0,0.15,0.7058823529411765,103.0,0.0,0.0,-1.0,0
26866.806640625,36.0,13.11,906.6692578125,8.0,9.0,1.0,1926578.375,0.0,0.0,93.36915954589844,20.0,0.0,336926.34375,96.923876953125,29.0,1.0,0.0,0.0,0.0,707.0,7.0,0.013945353619846224,0.6896551807721456,186.0,0.0,0.0,-1.0,0
5000.0,36.0,10.16,161.72,5.0,3.0,1.0,116000.0,2.0,3.0,11.62,17.0,0.0,16595.0,42.5,35.0,1.0,0.0,0.0,0.0,712.0,8.0,0.043103448275862,0.4857142857142857,113.0,0.0,0.0,-1.0,0
29175.0,60.0,21.0,789.29,21.0,10.0,1.0,74000.0,2.0,0.0,18.73,11.0,0.0,23144.0,88.3,25.0,1.0,0.0,0.0,0.0,707.0,8.0,0.3942567567567567,0.44,288.0,0.0,0.0,-1.0,0
2477.60546875,36.0,17.27,88.66670745849609,14.0,5.0,1.0,997031.875,0.0,0.0,5.0332937431335445,11.0,0.0,239745.921875,47.63203353881836,23.0,1.0,0.0,1.0,0.0,662.0,8.0,0.0024849832057952936,0.47826087474823,125.0,0.0,0.0,-1.0,0
24000.0,60.0,14.09,559.56,9.0,10.0,1.0,60000.0,2.0,0.0,21.45,7.0,0.0,9498.0,52.8,11.0,1.0,0.0,0.0,0.0,742.0,8.0,0.4,0.6363636363636364,392.0,0.0,0.0,-1.0,0
28000.0,36.0,7.62,872.52,2.0,0.0,2.0,100000.0,0.0,4.0,2.47,10.0,0.0,5364.0,8.8,25.0,1.0,0.0,8.0,0.0,807.0,8.0,0.28,0.4,287.0,0.0,0.0,-1.0,0
15000.0,36.0,19.05,550.22,18.0,1.0,1.0,72900.0,0.0,4.0,14.81,11.0,0.0,11039.0,97.7,20.0,1.0,0.0,0.0,0.0,677.0,8.0,0.205761316872428,0.55,186.0,0.0,0.0,-1.0,0
6000.0,60.0,11.14,130.88,6.0,10.0,1.0,34000.0,2.0,3.0,7.27,8.0,0.0,13478.0,38.7,26.0,1.0,0.0,0.0,0.0,732.0,8.0,0.1764705882352941,0.3076923076923077,225.0,0.0,0.0,-1.0,0
