length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,is_phishing
68,42,1,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.161764706,0.0,0,0,0,1,0,3,0,0,0,0,1,0,6,3,2,3,2,15,13,15,8.666666667000001,8.75,8.5,0,0,0,0,0,0,0,25,3993,5707171,0,1,0,1
36,28,1,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.25,0.321428571,0,0,0,0,0,3,0,0,1,0,0,0,4,1,1,1,0,11,11,0,5.25,5.25,0.0,0,0,0,0,0,0,0,217,5627,0,0,1,5,1
61,14,0,2,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,2,0,0,1,0.0,0.0,0,0,1,0,0,2,0,1,1,0,0,0,7,1,3,10,3,10,10,10,6.285714286,10.0,5.666666667,0,0,0,0,0,0,0,251,3767,9264543,0,1,0,1
84,30,0,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,9,0,2,26,2,26,26,9,7.222222222,26.0,4.875,4,0,0,0,0,0,0,162,3125,0,0,1,1,1
98,26,1,2,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.295918367,0.0,0,0,0,0,0,2,1,0,0,0,2,0,10,4,2,3,2,32,10,32,7.8,7.0,8.142857142999999,2,0,0,0,0,0,0,257,2300,0,0,1,2,1
15,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,5,0,5,5,0,5.0,5.0,0.0,0,0,0,0,0,0,1,0,2580,1671658,0,0,2,0
159,14,1,2,0,0,1,1,0,2,0,0,0,8,0,1,0,1,0,0,0,0,0,0,1,0.270440252,0.0,0,0,0,0,0,2,0,0,0,0,1,0,12,4,3,10,3,40,10,40,11.41666667,10.0,11.54545455,0,0,0,0,0,0,0,325,1500,0,0,1,0,1
44,22,1,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.2272727269999999,0.1363636359999999,0,0,0,0,0,2,1,0,0,0,0,0,4,3,3,3,4,14,14,7,7.0,8.5,5.5,0,0,0,0,0,0,0,1278,2739,11657,0,1,6,1
103,19,0,3,1,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.077669903,0.0,0,0,0,0,0,3,0,0,0,0,0,0,9,2,2,4,2,44,10,44,9.222222222,7.0,9.857142857,0,0,0,0,0,0,0,231,134,1508317,0,1,2,1
46,20,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,2,4,2,7,7,7,4.285714286,5.0,3.75,0,0,0,0,0,0,0,517,7802,0,0,1,5,1
38,19,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,4,2,3,2,11,11,4,4.6,7.0,3.0,0,0,0,0,0,0,0,237,1588,0,0,1,0,1
81,27,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.283950617,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,8,2,3,2,32,19,32,13.2,11.0,14.66666667,0,0,0,0,0,0,0,77,5767,0,0,1,2,1
39,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,1,4,5,4,9,6,9,6.0,5.5,6.5,2,1,0,0,0,0,0,2974,8348,1,0,0,10,1
45,27,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,3,19,19,5,7.5,11.0,4.0,0,0,0,0,0,0,0,315,6989,2203390,0,1,4,0
60,35,0,5,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.033333333,0.057142857,0,0,0,0,0,3,1,0,1,0,0,0,8,3,1,1,2,18,18,7,5.25,7.0,3.5,2,0,0,0,0,0,0,228,5615,0,0,1,5,1
74,19,0,3,0,0,0,0,0,0,3,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.081081081,0.0,0,0,0,0,0,3,0,0,0,0,1,0,14,2,1,7,1,9,7,9,3.571428571,7.0,3.0,0,0,0,0,0,0,0,1630,9327,4053,0,0,5,0
52,24,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0384615379999999,0.0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,3,3,4,16,16,8,7.4,9.5,6.0,0,0,0,0,0,1,0,148,5408,0,0,1,1,1
54,17,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,4,3,3,3,13,9,13,7.8,6.0,9.0,0,0,0,0,0,0,0,792,6512,1680566,0,0,4,0
38,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,2,3,9,9,4,4.4,5.5,3.666666667,0,1,0,0,0,0,0,901,7134,12,0,1,7,0
67,15,0,2,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,8,6,3,3,3,10,7,10,6.125,5.0,6.5,0,0,0,0,0,0,0,102,9394,1294,0,0,6,0
62,13,0,5,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,1,1,0,0,0,0,7,0,2,10,2,10,10,9,6.0,10.0,5.333333333,2,0,0,0,0,0,1,0,5044,0,0,1,0,1
57,38,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.01754386,0.026315789,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,4,4,18,18,5,8.2,10.66666667,4.5,0,0,0,0,0,0,0,944,1246,7048,0,1,4,1
32,12,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,3,2,3,8,3,8,8,7,6.0,8.0,5.0,0,0,0,0,0,0,0,50,2872,8400,0,0,3,0
46,25,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,4,17,17,7,7.75,10.0,5.5,0,0,0,0,0,0,0,212,4537,0,0,1,1,1
37,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,4,9,9,7,5.5,5.5,5.5,0,1,0,0,0,0,0,902,7133,12,0,0,7,0
36,29,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.027777778,0.034482759,0,0,0,0,0,2,0,0,1,0,1,0,2,1,8,8,0,16,16,0,12.0,12.0,0.0,0,1,0,0,0,0,0,374,7295,0,0,1,5,1
52,18,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.0384615379999999,0.0,0,0,0,0,0,2,0,0,0,0,1,0,7,1,2,14,2,14,14,5,5.0,14.0,3.5,1,0,0,0,0,0,0,123,973,8238037,0,1,2,1
27,19,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,0,413,-1,479698,0,0,2,0
102,12,0,2,7,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.058823529,0.0,0,0,0,0,0,2,0,0,0,0,1,0,13,3,3,3,3,22,4,22,6.0,3.5,6.454545455,0,0,0,0,0,0,0,323,8442,43102,0,0,5,0
55,10,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,1,0,0,2,0,7,0,2,3,2,8,3,8,5.0,3.0,5.333333333,3,0,0,0,0,0,1,0,-1,1080262,0,1,2,1
39,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,14,14,8,14,8.333333332999999,5.5,14.0,0,1,0,0,0,0,0,2808,8516,8,0,0,10,0
28,19,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,3,3,0,6,6,0,4.333333333,4.333333333,0.0,0,0,0,0,0,0,0,347,7689,381695,0,0,3,0
32,16,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,1,0,0,1,0,5,4,3,3,3,4,4,4,3.4,3.333333333,3.5,0,0,0,0,0,0,0,295,5913,86462,0,0,5,0
16,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,4,0,4,4,0,4.0,4.0,0.0,0,0,0,0,0,0,1,0,-1,2346124,0,0,2,0
23,12,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,8,2,8,8,2,5.0,8.0,2.0,0,0,0,0,0,0,0,241,4141,0,0,1,0,1
29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,0,49,317,0,0,0,0,1
52,14,0,3,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,0,0,0,1,0.0384615379999999,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,3,3,3,7,6,7,5.0,4.5,5.2,0,0,0,0,0,0,0,438,657,0,0,1,0,1
30,21,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,1,0,-1,0,0,0,2,0
76,50,1,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.105263158,0.0,0,0,0,1,0,3,1,0,0,0,1,0,7,7,2,3,2,15,13,15,8.428571429,8.4,8.5,0,0,0,0,0,0,0,25,3993,5707171,0,1,0,1
37,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,1,0,3,0,2,2,10,12,12,10,8.0,7.0,10.0,0,0,0,0,0,0,0,291,4823,212735,0,1,4,0
56,15,0,2,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,3,1,0,0,0,1,0.107142857,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,3,3,3,3,9,7,9,5.428571429,5.0,5.6,0,0,0,0,0,0,0,347,2939,0,0,1,0,1
70,13,0,1,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,11,2,1,9,1,9,9,7,4.363636364,9.0,3.9,0,0,0,0,0,0,0,2825,3385,12180,0,1,5,0
70,20,0,3,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,3,0,0,0,0,0,0,7,1,4,4,4,13,12,13,7.714285714,8.0,7.6,0,0,0,0,0,0,0,517,7802,0,0,1,5,1
90,19,1,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,1,0,0,0,0.2444444439999999,0.0,0,0,1,0,0,3,0,0,1,0,1,0,8,12,3,3,3,32,11,32,8.875,7.0,9.5,1,0,0,1,0,0,0,79,2112,0,0,1,1,1
71,25,1,2,1,0,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.169014085,0.0,0,0,0,0,0,2,1,0,0,0,0,0,8,0,3,6,3,14,14,7,6.5,10.0,5.333333333,0,0,0,0,0,0,0,358,7,0,0,1,0,1
114,16,0,4,1,0,1,0,0,1,0,0,0,8,0,2,0,0,0,0,1,0,1,1,1,0.052631579,0.0,0,0,0,0,0,3,1,0,0,0,0,0,12,8,2,3,2,16,8,16,7.5,5.5,7.9,2,0,0,0,0,0,0,154,2403,819233,0,0,3,1
127,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.157480315,0.0,0,0,0,1,0,3,1,0,0,0,1,0,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,0,25,3992,5697976,0,1,0,1
56,20,0,2,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,7,3,3,3,5,7,7,7,5.428571429,4.666666667,6.0,1,0,0,0,0,0,0,169,6041,0,0,1,1,1
51,17,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,2,0,5,3,3,3,4,12,9,12,7.0,6.0,7.666666667,0,0,0,0,0,0,0,1847,7284,2788,0,1,7,0
53,20,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,3,3,3,3,12,12,10,7.6,7.5,7.666666667,0,0,0,0,0,0,0,237,2684,188662,0,0,4,0
46,37,0,6,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.086956522,0.108108108,0,0,0,1,0,3,1,1,0,0,1,0,7,2,2,2,0,6,6,0,4.0,4.0,0.0,0,0,0,0,0,0,1,0,725,23941,0,1,1,1
36,29,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,16,16,0,12.0,12.0,0.0,0,1,0,0,0,0,0,374,7295,0,0,1,5,1
101,6,0,2,0,0,1,2,0,3,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,2,0,0,0,0,0,0,11,0,3,3,3,19,3,19,7.272727272999999,3.0,7.7,1,0,0,0,0,0,0,275,3743,0,0,1,2,1
43,35,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.093023256,0.114285714,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,4,0,10,10,0,7.0,7.0,0.0,1,0,0,0,0,0,0,290,1901,0,0,1,0,1
15,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,5,0,5,5,0,5.0,5.0,0.0,0,0,0,0,0,0,0,81,3937,0,0,0,2,0
42,10,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.071428571,0.0,0,0,0,0,0,3,0,1,0,0,2,0,7,3,1,3,1,9,3,9,3.714285714,3.0,4.0,0,0,0,0,0,0,0,1001,6668,1677903,0,1,4,0
51,15,0,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,5,1,3,11,3,11,11,7,7.0,11.0,6.0,0,0,0,0,0,0,0,3621,4413,225825,0,0,5,0
49,15,0,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.020408163,0.0,0,0,0,0,0,2,0,0,1,0,0,0,7,3,1,3,1,8,7,8,4.428571429,5.0,4.2,0,1,0,0,0,0,0,59,9285,121,0,0,7,0
48,25,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.020833333,0.0,0,0,0,0,0,3,0,0,0,0,1,0,5,2,3,7,3,13,13,6,6.6,10.0,4.333333333,0,0,0,0,0,0,0,353,8047,1577,0,0,5,0
108,25,0,4,1,1,1,0,0,0,0,0,1,6,0,1,0,0,0,0,1,1,0,0,1,0.037037037,0.0,0,0,1,0,0,3,1,0,0,0,1,0,12,4,2,3,2,23,17,23,7.166666667,10.0,6.6,3,0,0,0,0,0,0,200,531,0,0,1,0,1
39,20,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,4,17,4,17,17,5,8.666666667000001,17.0,4.5,0,0,0,0,0,0,0,0,1028,0,0,1,0,1
80,20,0,4,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,2,0,9,4,3,3,3,10,9,10,6.444444444,6.0,6.571428571,0,0,0,0,0,0,0,145,5334,1137149,0,1,4,0
67,17,0,3,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,2,3,2,9,9,9,5.333333333,6.0,5.1428571430000005,0,0,0,0,0,0,0,42,1785,7811868,0,1,2,1
39,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0512820509999999,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,2,5,2,9,8,9,6.0,6.5,5.5,0,0,0,0,0,0,0,873,6431,15489,0,1,5,0
39,7,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.128205128,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,3,3,3,6,3,6,3.666666667,3.0,3.8,0,0,0,0,0,0,0,245,9253,21542,0,0,6,0
41,13,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,1,3,9,3,9,9,6,5.2,9.0,4.25,2,0,0,0,0,0,0,292,1899,507771,0,1,1,1
40,31,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,18,18,0,13.0,13.0,0.0,0,1,0,0,0,0,0,374,7295,0,0,1,5,1
50,20,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,1,3,1,12,12,8,5.5,7.5,4.5,0,0,0,0,0,0,0,3483,8044,2580,0,0,6,0
94,42,0,3,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.127659574,0.071428571,0,0,1,1,0,3,0,0,0,0,1,0,10,6,2,8,2,30,30,7,7.5,19.0,4.625,0,1,0,0,0,0,0,278,4183,0,0,1,3,1
18,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,6,0,6,6,0,6.0,6.0,0.0,0,0,0,0,0,0,1,0,-1,1111694,0,0,2,0
204,27,0,2,1,0,1,0,0,2,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.132352941,0.0,0,0,0,0,0,2,0,0,1,0,0,0,11,2,1,7,1,65,15,65,16.45454545,11.0,17.66666667,1,0,0,0,0,0,0,3353,7968,892,0,0,7,1
94,24,1,7,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0.159574468,0.0,0,0,1,0,0,3,0,0,1,0,1,0,10,2,3,5,3,19,7,19,7.3,6.0,7.857142857,1,1,0,0,0,0,0,2975,8346,1,0,0,10,1
41,33,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,1,0,3,1,0,0,0,2,0,5,1,3,3,0,7,7,0,5.2,5.2,0.0,0,0,0,0,0,0,0,170,-1,0,0,1,0,1
19,11,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.1578947369999999,0.272727273,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,1,0,5,5,0,3.0,3.0,0.0,0,0,0,0,0,0,0,307,1154,0,0,1,0,1
35,22,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.028571429,0.045454545,0,0,0,0,0,2,1,0,0,0,0,0,4,0,1,3,1,14,14,3,5.25,8.5,2.0,0,0,0,0,0,0,0,44,3608,0,0,1,0,1
63,26,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,3,22,3,22,22,9,6.571428571,22.0,4.0,0,0,0,0,0,0,0,51,2870,0,0,1,2,1
53,21,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.075471698,0.0,0,0,0,0,0,2,0,0,0,0,1,0,6,5,3,3,3,13,13,7,6.166666667,8.0,5.25,0,0,0,0,0,0,0,237,5972,0,0,1,0,1
150,40,1,5,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.4866666670000001,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,17,3,3,3,88,19,88,18.71428571,8.25,32.66666667,0,0,1,0,0,0,0,343,4405,0,0,1,0,1
